,query,sku,clicks,rank,num_impressions,doc_id,category,product_name,query_id,name_match,name_match_phrase,customerReviewAverage,customerReviewCount,shortDescription_match_phrase,longDescription_match_phrase,salesRankShortTerm,salesRankLongTerm,click_prior,name_hyphens,sku_term,category_id_match,grade
1105,Denon,2127091,47,1.0,194,2127091,cat02015,fake,415,5.8640375,5.8640375,4.3,47.0,0.0,0.0,0.035237968,0.0,0.081,5.4562244,0.0,0.0,0.9
261,Amy winehouse,8252856,10,1.0,29,8252856,pcmcat247400050000,fake,121,0.0,0.0,4.7,10.0,0.0,0.0,0.010747572,0.0,0.345,0.0,0.0,0.0,0.2
6628,iPod speakers,2205043,11,2.0,170,2205043,abcat0715001,fake,2394,7.3015766,0.0,4.2,28.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.2
1075,Dell inspiron,2560082,13,2.0,121,2560082,cat02015,fake,408,7.277197,7.277197,4.1,70.0,0.0,0.0,0.0,0.0,0.054,7.3846464,0.0,0.0,0.3
2004,Ipad,1918229,32,12.0,2759,1918229,pcmcat143000050011,fake,761,4.6640224,4.6640224,4.8,62.0,0.0,6.7027845,6.8651925e-06,0.0,0.0,4.502391,0.0,0.0,0.1
8890,verbatim,7642777,14,1.0,100,7642777,cat02015,fake,3206,5.778677,5.778677,4.9,14.0,0.0,0.0,0.91150624,0.0047518862,0.14,5.8910284,0.0,0.0,0.4
2796,Netbook,2670819,12,14.0,957,2670819,pcmcat201900050008,fake,1027,0.0,0.0,3.5,11.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0
3793,Sony nex,1599068,15,2.0,101,1599068,abcat0715015,fake,1392,11.4915,6.954178,4.8,12.0,0.0,0.0,0.0,0.0,0.037,11.42654,0.0,0.0,0.5
7109,led tv,1275675,10,2.0,151,1275675,cat02015,fake,2534,8.645574,2.343195,4.1,77.0,0.0,0.0,0.0,0.0,0.033,8.64952,0.0,0.0,0.1
1288,Earbuds,8964864,10,3.0,145,8964864,pcmcat167300050040,fake,487,0.0,0.0,3.9,128.0,0.0,0.0,0.0,0.0,0.023,0.0,0.0,7.113408,0.1
8531,tablet pc,2842056,15,1.0,164,2842056,abcat0705002,fake,3077,7.1665077,0.0,4.1,131.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.4
4522,Westinghouse,2257682,19,2.0,157,2257682,pcmcat247400050000,fake,1654,8.011838,8.011838,2.9,120.0,0.0,0.0,2.9159654e-11,0.0,0.02,7.7090034,0.0,0.0,0.6
3148,Power supply,2925923,16,5.0,301,2925923,cat02684,fake,1178,13.087025,11.001974,0.0,0.0,0.0,8.611223,0.0,0.0,0.007,13.34967,0.0,0.0,0.4
3881,Speakers,1114764,20,4.0,640,1114764,pcmcat138100050035,fake,1422,3.6618567,3.6618567,4.7,150.0,0.0,3.7999344,0.9108315,0.31667086,0.003,0.0,0.0,0.0,0.4
4670,Xbox,3107795,32,5.0,502,3107795,pcmcat214700050001,fake,1703,4.324044,4.324044,4.8,44.0,0.0,6.0818624,0.30190518,2.3256468e-10,0.005,4.7593117,0.0,0.0,0.7
6666,ihome,1144355,20,3.0,253,1144355,pcmcat171900050029,fake,2410,9.461196,9.461196,4.3,75.0,0.0,0.0,0.9757752,0.1691997,0.009,8.925501,0.0,0.0,0.6
5577,dell laptop,3047444,37,1.0,233,3047444,cat02629,fake,2013,7.6645994,4.4547462,3.7,27.0,0.0,0.0,0.0,0.0,0.032,8.653784,0.0,0.0,0.8
3156,Powermat,1273931,10,3.0,69,1273931,pcmcat209000050008,fake,1181,15.462761,15.462761,3.0,4.0,0.0,10.990315,0.0,0.0,0.048,14.573977,0.0,0.0,0.1
8566,tha carter 4,3143987,49,1.0,92,3143987,abcat0101001,fake,3087,14.052136,0.0,4.1,7.0,0.0,0.0,0.0,0.0,0.266,15.224924,0.0,0.0,0.9
394,Asus,3184362,13,14.0,1080,3184362,abcat0307012,fake,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7730,playstation 3 console,9912177,16,4.0,215,9912177,abcat0205004,fake,2793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2271,Laptop,2560082,61,13.0,2710,2560082,abcat0208031,fake,848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
8415,sprint phones,9955611,12,3.0,130,9955611,pcmcat209000050007,fake,3035,12.368244,4.397215,4.6,211.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.3
1607,HP tablets,2842056,11,1.0,22,2842056,pcmcat247400050000,fake,628,12.614981,8.010767,4.1,131.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3
6228,headphones,2204211,142,1.0,1131,2204211,abcat0401004,fake,2278,6.5170965,6.5170965,4.1,113.0,0.0,5.199626,0.9982348,0.96817786,0.004,6.5212455,0.0,0.0,0.9
8780,turtle beach,9408704,19,7.0,490,9408704,pcmcat171900050028,fake,3166,12.399889,12.399889,3.8,177.0,0.0,0.0,0.0,0.0,0.002,12.866684,0.0,0.0,0.4
6491,iPad case,2319133,12,3.0,193,2319133,pcmcat209000050008,fake,2353,8.379187,1.9209213,4.4,202.0,0.0,0.0,0.95286846,0.40623882,0.01,17.440632,0.0,0.0,0.2
4000,Tablet,1946197,12,13.0,1249,1946197,pcmcat138100050035,fake,1470,5.5206833,5.5206833,4.3,149.0,0.0,7.3930817,0.0,0.0,0.001,5.7620497,0.0,0.0,0.0
980,Computer speakers,1564512,19,6.0,430,1564512,cat02012,fake,373,5.1857843,0.0,4.2,14.0,0.0,0.0,0.058630284,0.0,0.004,0.0,0.0,0.0,0.4
5400,car stereo,1750059,20,7.0,606,1750059,pcmcat164200050013,fake,1939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
6972,korn,1023327,12,2.0,85,1023327,cat02015,fake,2500,8.190524,8.190524,4.0,3.0,0.0,0.0,0.0,0.0,0.047,8.928518,0.0,0.0,0.3
1006,Criminal minds,8926898,10,4.0,120,8926898,cat02015,fake,380,11.404592,11.4045925,5.0,4.0,0.0,0.0,0.18351197,1.3892502e-26,0.021,14.531851,0.0,0.0,0.1
4442,Virgin mobile phones,1879739,25,1.0,78,1879739,pcmcat247400050001,fake,1627,16.90066,2.997097,4.2,310.0,0.0,0.0,7.0765836e-06,0.0,0.107,13.2235155,0.0,0.0,0.7
7906,psp,1415688,10,7.0,410,1415688,pcmcat218000050003,fake,2845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7467,netbook,2738738,141,1.0,603,2738738,cat02015,fake,2674,4.096449,4.096449,3.9,117.0,0.0,5.794333,0.0,0.0,0.019,4.4508104,0.0,0.0,0.9
8581,the devil wears prada,3208684,24,1.0,38,3208684,abcat0201011,fake,3094,0.0,0.0,5.0,1.0,0.0,0.0,4.2442716e-06,0.0,0.632,0.0,0.0,0.0,0.7
8100,samsung galaxy tab,2775261,22,4.0,479,2775261,cat02009,fake,2921,21.021261,21.021261,4.2,63.0,0.0,15.94767,0.0,0.0,0.005,19.964676,0.0,0.0,0.5
8645,toaster oven,1089179,22,1.0,118,1089179,cat02012,fake,3123,13.336575,13.336575,2.5,4.0,0.0,12.91797,0.0,0.0,0.062,14.468154,0.0,0.0,0.7
4921,apple,1945531,55,2.0,769,1945531,pcmcat209000050008,fake,1785,4.1153073,4.1153073,4.6,653.0,0.0,0.0,1.0,0.9990515,0.005,4.27344,0.0,0.0,0.8
8232,sirius radio,8116585,16,2.0,108,8116585,abcat0902001,fake,2978,12.498678,5.659359,4.6,32.0,4.973385,6.273801,0.9522311,0.007039672,0.037,0.0,0.0,0.0,0.5
2532,Mac pro,9755395,16,3.0,117,9755395,pcmcat238900050004,fake,920,3.0507622,0.0,4.6,61.0,0.0,0.0,0.0,0.0,0.046,6.6063805,0.0,0.0,0.5
79,2794165,2794165,24,1.0,26,2794165,pcmcat209000050008,fake,25,0.0,0.0,4.1,40.0,0.0,0.0,0.0,0.0,0.923,0.0,13.653051,0.0,0.7
2337,Laptops,2660188,108,7.0,2607,2660188,pcmcat209000050008,fake,863,3.1012907,3.1012907,4.3,106.0,0.0,3.482148,0.0,0.0,0.001,0.0,0.0,0.0,0.8
8506,t3i,1980124,17,1.0,47,1980124,abcat0703001,fake,3073,6.2431364,6.2431364,4.8,222.0,0.0,0.0,0.9951817,0.82968694,0.362,12.391463,0.0,0.0,0.6
9037,wii console,2539739,101,1.0,251,2539739,pcmcat214000050004,fake,3257,12.477003,9.699493,4.8,26.0,0.0,7.768222,0.0,0.0,0.067,13.241423,0.0,0.0,0.9
3509,Samsung galaxy tab 10.1,2775261,10,3.0,101,2775261,abcat0205008,fake,1286,28.88994,28.889942,4.2,63.0,0.0,21.941208,0.0,0.0,0.033,34.016808,0.0,0.0,0.1
8955,wall mount,9881868,15,2.0,190,9881868,abcat0701001,fake,3228,7.3272047,7.3272057,4.5,114.0,0.0,3.455326,0.99971634,0.9953501,0.026,7.9571743,0.0,0.0,0.4
4681,Xbox 360,1419083,35,6.0,1002,1419083,cat02015,fake,1704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6
5296,calculators,15466826,48,1.0,89,15466826,abcat0201011,fake,1905,8.669095,8.669095,0.0,0.0,0.0,0.0,0.0,0.0,0.539,12.883026,0.0,0.0,0.9
6591,iPhone charger,8439852,48,2.0,212,8439852,pcmcat143200050027,fake,2377,8.738858,0.0,4.1,37.0,0.0,0.0,0.0,0.0,0.075,15.205073,0.0,0.0,0.9
9034,wii,9999159400050001,14,8.0,451,9999159400050001,abcat0102003,fake,3256,6.115121,6.115121,0.0,0.0,0.0,9.390534,0.0,0.0,0.003,6.584123,0.0,0.0,0.2
3877,Speaker wire,4223913,10,4.0,130,4223913,abcat0715016,fake,1421,5.5722804,0.0,4.3,3.0,0.0,0.0,0.10260503,3.3808224e-24,0.019,0.0,0.0,0.0,0.1
5110,beyonce,2842587,74,1.0,149,2842587,abcat0302037,fake,1846,0.0,0.0,4.4,14.0,0.0,0.0,0.33486173,9.7851824e-29,0.166,0.0,0.0,0.0,0.9
6344,hp touch,2842056,152,1.0,262,2842056,abcat0410017,fake,2315,5.448473,0.0,4.1,131.0,0.0,0.0,0.0,0.0,0.29,10.012514,0.0,0.0,0.9
118,3DS,1824258,11,2.0,73,1824258,pcmcat196400050015,fake,56,6.813177,6.813177,4.4,67.0,0.0,5.9235563,0.9593793,0.15220588,0.05,18.25027,0.0,0.0,0.2
268,Antenna,5230341,11,12.0,569,5230341,abcat0202002,fake,125,9.11561,9.11561,3.4,25.0,5.462154,5.9028087,0.0,0.0,0.001,9.714213,0.0,0.0,0.0
8365,sound bars,9770697,12,1.0,55,9770697,cat02015,fake,3018,0.0,0.0,4.3,143.0,0.0,0.0,0.47948498,5.330503e-07,0.218,0.0,0.0,0.0,0.3
1614,HP touchpad,2884085,14,4.0,1029,2884085,pcmcat164200050013,fake,631,15.832562,13.652498,4.9,15.0,13.37111,14.472293,0.0,0.0,0.003,15.468143,0.0,0.0,0.0
147,3d tv,2244466,29,4.0,403,2244466,cat02684,fake,63,6.813177,0.0,4.1,62.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.7
4486,Waterproof camera,2424259,15,2.0,226,2424259,abcat0404001,fake,1642,4.048067,0.0,2.8,4.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.4
2681,Mini laptop,1853531,20,2.0,109,1853531,abcat0301002,fake,972,3.6650333,0.0,4.2,253.0,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.6
1020,DVD player,9028054,32,1.0,316,9028054,pcmcat209400050001,fake,386,6.3176007,6.317601,4.3,136.0,0.0,7.5040274,0.0,0.0,0.011,6.279273,0.0,0.0,0.7
8926,vizio,3228697,15,1.0,157,3228697,cat02015,fake,3219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
4601,Wireless keyboard,1261402,14,4.0,214,1261402,cat02015,fake,1683,12.598557,12.598558,4.4,77.0,0.0,0.0,0.9958496,0.43623093,0.011,11.830816,0.0,0.0,0.3
7234,mac pro,9755322,22,1.0,58,9755322,abcat0201011,fake,2573,3.0507622,0.0,4.8,322.0,0.0,0.0,0.0,0.0,0.379,6.6063805,0.0,0.0,0.7
6494,iPad case,2538172,12,3.0,193,2538172,abcat0404001,fake,2353,5.2322006,0.0,3.5,210.0,0.0,0.0,0.78878564,0.039401654,0.01,0.0,0.0,0.0,0.2
7785,power inverter,9890447,20,1.0,137,9890447,pcmcat247400050001,fake,2814,14.2814045,14.2814045,5.0,1.0,0.0,12.226301,0.0,0.0,0.049,13.50651,0.0,0.0,0.6
7407,monster squad,9576611,11,2.0,76,9576611,abcat0503002,fake,2639,9.451814,9.451813,0.0,0.0,0.0,0.0,0.0,0.0,0.072,10.015212,0.0,0.0,0.2
7941,radar,9391437,16,2.0,165,9391437,abcat0903003,fake,2860,8.898953,8.898953,4.2,5.0,0.0,10.159525,0.0,0.0,0.032,8.862113,0.0,0.0,0.5
2537,MacBook,1535845,59,7.0,1504,1535845,pcmcat158900050018,fake,921,4.1104107,4.1104107,4.6,39.0,0.0,0.0,0.0,0.0,0.003,11.174027,0.0,0.0,0.7
6886,jvc,1685043,11,2.0,133,1685043,pcmcat247400050000,fake,2474,4.1104794,4.1104794,4.7,28.0,0.0,0.0,0.0,0.0,0.028,4.0862846,0.0,0.0,0.2
7696,play station 2,1023372,13,1.0,75,1023372,abcat0201011,fake,2786,2.4859724,0.0,4.6,9.0,0.0,0.0,0.0,0.0,0.087,10.942129,0.0,0.0,0.4
687,Bose,2197034,31,16.0,1584,2197034,pcmcat209000050007,fake,260,8.715969,8.715969,4.8,11.0,0.0,0.0,6.1106084e-06,0.0,0.001,8.685024,0.0,0.0,0.4
5209,bookworm,1642582,50,1.0,69,1642582,abcat0707002,fake,1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
1019,DVD player,2346039,12,6.0,316,2346039,abcat0410047,fake,386,7.259301,7.259301,5.0,1.0,0.0,6.7977858,0.0,0.0,0.004,7.02579,0.0,0.0,0.1
3439,Roxio,2460153,24,1.0,51,2460153,abcat0301014,fake,1260,9.853347,9.853347,3.0,5.0,0.0,0.0,0.0,0.0,0.471,8.977214,0.0,0.0,0.7
358,Apple mouse,9634885,19,1.0,48,9634885,abcat0703002,fake,153,10.989115,3.3310318,4.5,136.0,0.0,0.0,0.9975709,0.950725,0.396,12.685417,0.0,0.0,0.6
2585,Macbook,9944951,14,11.0,774,9944951,pcmcat180000050013,fake,932,3.8105717,3.8105717,4.7,11.0,0.0,0.0,0.0,0.0,0.002,4.3115673,0.0,0.0,0.0
5258,brantley gilbert,3425616,14,4.0,123,3425616,pcmcat247400050000,fake,1889,0.0,0.0,0.0,0.0,0.0,0.0,0.20336449,1.14163225e-32,0.023,0.0,0.0,0.0,0.4
3402,Roku,2825041,416,1.0,1009,2825041,abcat0107020,fake,1253,9.699303,9.699303,4.5,253.0,0.0,0.0,0.9965751,0.95248944,0.082,10.564767,0.0,0.0,0.9
5909,flash drive,1701009,11,6.0,290,1701009,abcat0901002,fake,2162,8.655264,8.655264,4.7,12.0,0.0,8.641258,0.3377384,0.0,0.004,8.209075,0.0,0.0,0.1
3160,Primus,3276526,31,1.0,45,3276526,cat02009,fake,1184,0.0,0.0,4.1,7.0,0.0,0.0,0.00025002047,0.0,0.689,0.0,0.0,0.0,0.8
5650,disgaea,2968132,26,1.0,29,2968132,pcmcat180400050006,fake,2045,10.326153,10.326153,0.0,0.0,14.7873335,10.188364,0.0,0.0,0.897,9.796335,0.0,0.0,0.8
8857,universal remote,9365402,12,4.0,218,9365402,abcat0507007,fake,3189,12.005714,12.005714,4.3,203.0,0.0,11.842112,0.8930863,0.0008268997,0.009,13.501348,0.0,0.0,0.2
5841,ethernet cord,9191821,11,1.0,25,9191821,pcmcat242000050006,fake,2133,0.0,0.0,4.5,19.0,0.0,0.0,0.6346125,5.8943983e-06,0.44,0.0,0.0,0.0,0.3
2872,Nikon d3100,1222817,169,1.0,227,1222817,abcat0302036,fake,1058,12.113542,12.113541,4.8,320.0,0.0,22.167244,0.9902891,0.19991021,0.744,22.32568,0.0,0.0,0.9
8268,sonos,8592784,23,2.0,130,8592784,pcmcat158900050018,fake,2991,13.659749,13.659749,4.5,30.0,0.0,12.917206,0.86904126,0.027494198,0.035,15.5153265,0.0,0.0,0.7
8484,supernatural,3158537,17,5.0,321,3158537,pcmcat180400050006,fake,3063,7.8021116,7.8021116,4.0,1.0,0.0,0.0,0.0,0.0,0.008,8.55329,0.0,0.0,0.4
4557,Wii games,1018934,10,2.0,120,1018934,pcmcat209200050001,fake,1666,12.987299,5.193283,3.4,25.0,0.0,0.0,0.0,0.0,0.042,0.0,0.0,0.0,0.1
7710,playstation,3061302,42,1.0,155,3061302,abcat0703001,fake,2790,6.38839,6.38839,4.5,121.0,0.0,6.4352813,0.9993503,0.9917985,0.135,5.8525386,0.0,9.536856,0.8
4448,Voice recorder,3398047,26,1.0,169,3398047,pcmcat247400050000,fake,1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
796,Cameras,1987075,16,6.0,460,1987075,pcmcat138100050021,fake,297,3.3886814,3.3886814,4.8,156.0,0.0,2.767346,0.95932,0.4923919,0.003,0.0,0.0,0.0,0.3
6369,htc,1934448,20,2.0,296,1934448,pcmcat144700050004,fake,2324,7.569104,7.569104,4.0,225.0,0.0,0.0,0.3373114,3.1600102e-13,0.011,7.6345673,0.0,0.0,0.5
8193,shadowrun,8454754,15,1.0,63,8454754,abcat0715004,fake,2962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
5449,chest freezer,9756985,13,2.0,34,9756985,pcmcat240400050033,fake,1961,14.57403,14.57403,4.5,82.0,0.0,0.0,0.88700235,8.95407e-06,0.191,14.87768,0.0,0.0,0.4
2553,MacBook air,3108172,78,4.0,858,3108172,pcmcat190000050013,fake,923,7.2095785,4.060547,4.6,37.0,0.0,0.0,0.36588395,1.0857345e-34,0.008,14.643115,0.0,0.0,0.9
443,Batman arkham asylum,9927337,14,1.0,30,9927337,cat02015,fake,190,22.884903,22.884903,4.9,23.0,0.0,11.713921,0.78257924,5.7143154e-07,0.467,21.171436,0.0,0.0,0.5
6035,gateway,2804985,23,3.0,275,2804985,pcmcat222000050016,fake,2213,3.4457474,3.4457474,4.2,67.0,0.0,0.0,0.0,0.0,0.014,3.6011047,0.0,0.0,0.6
4378,United 93,3224319,15,1.0,30,3224319,cat02015,fake,1605,12.412223,12.412224,5.0,1.0,0.0,0.0,0.0,0.0,0.5,13.175273,0.0,1.6890997,0.5
2162,Kenwood,2823292,14,5.0,281,2823292,abcat0911006,fake,818,5.023225,5.023225,0.0,0.0,0.0,0.0,0.0,0.0,0.006,5.3452644,0.0,0.0,0.3
5722,dsl modem,2225047,24,1.0,209,2225047,cat02015,fake,2080,0.0,0.0,4.2,241.0,0.0,0.0,0.9994107,0.9964132,0.019,0.0,0.0,0.0,0.7
7105,leandria johnson,3416008,28,1.0,34,3416008,abcat0515005,fake,2530,8.1786585,0.0,5.0,3.0,0.0,0.0,9.310356e-12,0.0,0.824,19.143623,0.0,0.0,0.8
5417,carter 4,3143996,53,3.0,371,3143996,cat02011,fake,1944,9.383099,0.0,2.4,27.0,0.0,0.0,0.20398827,1.7562015e-35,0.036,0.0,0.0,0.0,0.8
6850,its always sunny in philadelphia,3209161,12,1.0,27,3209161,pcmcat212600050008,fake,2454,19.58152,0.0,4.0,1.0,0.0,0.0,0.49755332,1.7940013e-10,0.444,21.687792,0.0,0.0,0.3
837,Canon lens,2473035,12,3.0,101,2473035,pcmcat152100050029,fake,311,10.007982,3.751316,4.5,47.0,0.0,0.0,0.94093853,0.02810752,0.04,9.750095,0.0,0.0,0.3
7951,rage,1229028,56,1.0,92,1229028,pcmcat209000050008,fake,2864,9.688659,9.688659,3.7,19.0,0.0,3.6234875,0.036893647,4.1253933e-38,0.304,9.676467,0.0,0.0,0.9
8694,toslink,9518453,10,1.0,49,9518453,abcat0503002,fake,3135,8.663136,8.663136,0.0,0.0,9.49743,9.77803,0.0,0.0,0.102,8.913849,0.0,0.0,0.2
7238,macbook,1535918,44,5.0,891,1535918,pcmcat143000050011,fake,2574,4.1104107,4.1104107,4.3,23.0,0.0,0.0,0.0,0.0,0.004,4.633052,0.0,0.0,0.7
9285,zune hd,1013993,23,1.0,58,1013993,pcmcat186100050005,fake,3330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
6987,lacie,1351034,10,2.0,92,1351034,abcat0811007,fake,2508,7.8466225,7.8466225,4.0,4.0,0.0,0.0,0.0,0.0,0.036,7.220936,0.0,0.0,0.1
4910,anti virus,8856865,21,1.0,101,8856865,pcmcat143000050007,fake,1782,15.998625,15.998627,3.3,219.0,0.0,16.262482,1.0,0.9999993,0.069,16.099504,0.0,0.0,0.6
6992,lap top,2845071,11,2.0,177,2845071,pcmcat180400050006,fake,2511,0.0,0.0,4.3,96.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.1
1111,Desktop,2670346,13,2.0,200,2670346,cat02015,fake,417,3.4858112,3.4858112,3.5,50.0,0.0,3.2825441,0.0,0.0,0.022,3.533391,0.0,0.0,0.3
129,3d glasses,2535315,16,4.0,400,2535315,abcat0205006,fake,59,15.408506,15.408506,4.5,2.0,0.0,8.700209,0.0,0.0,0.004,25.706528,0.0,0.0,0.3
7848,projector,9405397,14,9.0,742,9405397,pcmcat209000050008,fake,2829,8.692431,8.692431,4.7,10.0,0.0,7.5973253,0.0,0.0,0.001,9.288396,0.0,0.0,0.1
7036,laptop bag,9926189,11,1.0,120,9926189,pcmcat144700050004,fake,2514,4.8221464,0.0,4.4,52.0,0.0,0.0,0.97407806,0.75015676,0.092,0.0,0.0,0.0,0.2
7269,madden 12,2856465,14,3.0,295,2856465,cat09000,fake,2582,11.122679,6.824074,4.7,3.0,0.0,4.5186863,4.894864e-06,0.0,0.016,11.309652,0.0,0.0,0.3
4277,Turtle beach,9408704,38,9.0,811,9408704,abcat0701001,fake,1573,12.399889,12.399889,3.8,177.0,0.0,0.0,0.0,0.0,0.003,12.866684,0.0,0.0,0.7
5451,chickenfoot,3477153,50,1.0,67,3477153,pcmcat170900050018,fake,1962,10.474178,10.474178,5.0,2.0,0.0,0.0,0.078595735,0.0,0.746,11.277501,0.0,0.0,0.9
1716,Headphones,1232474,19,16.0,1651,1232474,abcat0503013,fake,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8036,router,2089255,13,10.0,767,2089255,cat02015,fake,2902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,External hard drive,1261484,12,14.0,681,1261484,abcat0107004,fake,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,Hard drive,9234465,13,6.0,331,9234465,abcat0101001,fake,641,7.8206663,7.8206654,4.2,102.0,0.0,7.3654675,0.932437,0.014029807,0.004,8.195278,0.0,0.0,0.2
4192,Touchpad,2842092,1463,2.0,4612,2842092,cat02015,fake,1545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
5537,david guetta,3073045,18,1.0,50,3073045,abcat0101001,fake,2003,0.0,0.0,5.0,1.0,0.0,0.0,0.44852018,2.0779572e-20,0.18,0.0,0.0,0.0,0.6
2913,Nook,1445624,11,4.0,771,1445624,abcat0703001,fake,1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0
5460,civilization,9317358,10,1.0,69,9317358,abcat0703002,fake,1967,6.765934,6.765934,5.0,2.0,10.777641,10.233484,0.0,0.0,0.145,8.293195,0.0,0.0,0.1
7228,mac laptop,9755322,32,1.0,96,9755322,cat02009,fake,2570,0.0,0.0,4.8,322.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,0.8
9063,windows 7,2603254,20,5.0,317,2603254,abcat0404001,fake,3265,9.449388,7.569827,0.0,0.0,0.0,7.6556296,5.4531365e-06,0.0,0.009,9.5590725,0.0,0.0,0.5
7427,motorola xoom,1946179,13,5.0,366,1946179,pcmcat158900050018,fake,2650,14.750429,14.750429,3.8,113.0,0.0,0.0,0.0,0.0,0.006,13.646016,0.0,0.0,0.2
5184,bluetooth headphones,9740214,15,5.0,270,9740214,abcat0703002,fake,1864,11.374472,3.93614,3.8,4.0,0.0,0.0,0.0,0.0,0.011,11.103362,0.0,0.0,0.4
6827,ipod shuffle,9845545,21,2.0,165,9845545,abcat0404004,fake,2445,9.005505,9.005505,4.6,47.0,0.0,14.807625,0.94678897,0.13522173,0.042,9.300084,0.0,0.0,0.6
5032,backup camera,9044875,12,1.0,39,9044875,pcmcat143700050045,fake,1825,4.328843,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.0,0.3
1220,Droid 3,2965384,33,1.0,44,2965384,abcat0101001,fake,463,10.526823,10.526823,3.6,11.0,0.0,0.0,0.01729853,0.0,0.75,10.984268,0.0,0.0,0.8
1064,Dell,2817237,21,9.0,728,2817237,abcat0401004,fake,405,4.993185,4.993185,4.9,23.0,0.0,0.0,0.0,0.0,0.001,4.7502337,0.0,0.0,0.4
8902,video capture,13735915,13,2.0,102,13735915,abcat0715001,fake,3212,10.713197,10.713196,0.0,0.0,0.0,0.0,0.0,0.0,0.032,11.804364,0.0,0.0,0.4
673,Boost mobile,2769197,18,5.0,298,2769197,pcmcat209700050000,fake,255,14.310869,12.116013,1.0,2.0,0.0,0.0,0.0,0.0,0.007,14.602402,0.0,0.0,0.5
3510,Samsung galaxy tab 10.1,2817582,35,1.0,101,2817582,abcat0303001,fake,1286,26.886122,26.886124,4.2,201.0,0.0,21.941208,0.0,0.0,0.116,32.108204,0.0,0.0,0.8
4177,Toshiba thrive,2769355,24,3.0,282,2769355,cat02015,fake,1540,13.885659,13.885658,4.3,16.0,0.0,0.0,0.0,0.0,0.017,13.713231,0.0,0.0,0.6
974,Computer monitors,1422209,15,1.0,32,1422209,pcmcat223300050038,fake,372,4.78175,0.0,4.4,229.0,0.0,0.0,0.20886704,1.5788035e-38,0.469,0.0,0.0,0.0,0.5
1836,Hp laptops,1623912,23,1.0,246,1623912,pcmcat214000050004,fake,695,6.0906563,6.0906563,3.8,49.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.6
2566,MacBook pro,9755322,431,1.0,1042,9755322,pcmcat247400050000,fake,926,7.161173,4.033283,4.8,322.0,0.0,0.0,0.0,0.0,0.059,14.374963,0.0,0.0,0.9
6823,ipod headphones,9244828,17,2.0,81,9244828,pcmcat152400050000,fake,2443,7.9948454,1.5266285,3.8,57.0,0.0,3.2787724,0.0,0.0,0.105,8.200696,0.0,0.0,0.6
4361,USB extension,2404228,13,1.0,30,2404228,pcmcat212600050008,fake,1596,11.381196,6.8874283,5.0,2.0,0.0,3.3024073,5.82792e-06,0.0,0.433,11.897613,0.0,0.0,0.4
3247,Ps3 controller,2381357,18,2.0,181,2381357,cat02719,fake,1196,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.5
