query,sku,rank_simple,type_simple,found_simple,new_simple,score_simple,rank_ltr,type_ltr,found_ltr,new_ltr,score_ltr
wireless router,2225047,249,simple,True,False,359.79965,15,ltr_simple,True,False,1.11358
wireless router,1208844,250,simple,True,False,359.67865,12,ltr_simple,True,False,1.1197296
wireless router,2210106,255,simple,True,False,359.27747,31,ltr_simple,True,False,1.0343391
wireless router,1730802,262,simple,True,False,343.35825,92,ltr_simple,True,False,0.9014702
wireless router,8669915,263,simple,True,False,339.8591,172,ltr_simple,True,False,0.85204357
wireless router,9331403,274,simple,True,False,325.40753,35,ltr_simple,True,False,1.0130867
wireless router,3219043,279,simple,True,False,322.43262,91,ltr_simple,True,False,0.90235263
wireless router,2089307,286,simple,True,False,316.44748,28,ltr_simple,True,False,1.0409138
wireless router,2490384,296,simple,True,False,293.669,125,ltr_simple,True,False,0.8960118
wireless router,2089103,332,simple,True,False,67.38537,163,ltr_simple,True,False,0.86602294
wireless router,9706754,346,simple,True,False,64.08082,263,ltr_simple,True,False,0.7711348
wireless router,1358356,348,simple,True,False,62.386787,151,ltr_simple,True,False,0.8756194
wireless router,9928609,356,simple,True,False,59.904156,173,ltr_simple,True,False,0.8492919
wireless router,1678271,368,simple,True,False,58.226112,55,ltr_simple,True,False,0.9561218
wireless router,9602713,369,simple,True,False,58.22111,130,ltr_simple,True,False,0.88907236
wireless router,8040121,389,simple,True,False,51.361446,54,ltr_simple,True,False,0.96002007
wireless router,8206078,404,simple,True,False,49.04484,245,ltr_simple,True,False,0.78927153
wireless router,2225065,423,simple,True,False,43.67544,70,ltr_simple,True,False,0.92064106
wireless router,2225056,427,simple,True,False,42.502167,56,ltr_simple,True,False,0.95598924
wireless router,8548841,442,simple,True,False,39.721825,69,ltr_simple,True,False,0.92064106
pans labyrinth,8594461,6,simple,True,False,152.28065,1,ltr_simple,True,False,1.1546798
pans labyrinth,8315343,12,simple,True,False,132.52982,2,ltr_simple,True,False,1.0452055
pans labyrinth,9820844,335,simple,True,False,0.041,44,ltr_simple,True,False,0.7557279
Uncharted 3,2877929,5,simple,True,False,697.9107,3,ltr_simple,True,False,1.1563693
Uncharted 3,3652529,6,simple,True,False,600.58624,1,ltr_simple,True,False,1.1992216
Uncharted 3,2846034,11,simple,True,False,42.846397,5,ltr_simple,True,False,1.0983613
Uncharted 3,1431298,19,simple,True,False,8.993616,7,ltr_simple,True,False,1.0112131
Uncharted 3,2173056,39,simple,True,False,0.085834146,8,ltr_simple,True,False,0.9990377
Uncharted 3,2670179,237,simple,True,False,0.046692785,17,ltr_simple,True,False,0.8674004
power inverter,2277325,19,simple,True,False,938.3502,5,ltr_simple,True,False,0.9767689
power inverter,9889815,35,simple,True,False,876.151,24,ltr_simple,True,False,0.9009287
power inverter,9890174,43,simple,True,False,876.1,22,ltr_simple,True,False,0.9009287
power inverter,9890077,44,simple,True,False,876.093,17,ltr_simple,True,False,0.9009287
power inverter,9890599,45,simple,True,False,831.9272,25,ltr_simple,True,False,0.9009287
power inverter,9890447,46,simple,True,False,831.9272,8,ltr_simple,True,False,0.93741953
power inverter,9890669,47,simple,True,False,831.84717,33,ltr_simple,True,False,0.9009287
power inverter,3346045,54,simple,True,False,824.0147,27,ltr_simple,True,False,0.9009287
power inverter,2979061,55,simple,True,False,750.77264,9,ltr_simple,True,False,0.92881024
power inverter,2979089,56,simple,True,False,750.74365,3,ltr_simple,True,False,1.0258358
power inverter,9812327,57,simple,True,False,750.73663,4,ltr_simple,True,False,0.9767689
power inverter,2979043,58,simple,True,False,750.7216,2,ltr_simple,True,False,1.056799
power inverter,9812309,62,simple,True,False,649.9424,56,ltr_simple,True,False,0.8765678
dvr,9958432,58,simple,True,False,387.23303,1,ltr_simple,True,False,1.035884
dvr,1171961,97,simple,True,False,40.55685,90,ltr_simple,True,False,0.78598386
dvr,9744971,391,simple,True,False,0.421,12,ltr_simple,True,False,0.88853675
dvr,9789843,392,simple,True,False,0.085135005,77,ltr_simple,True,False,0.79692453
dvr,9234205,394,simple,True,False,0.047,28,ltr_simple,True,False,0.83767015
dvr,9734375,395,simple,True,False,0.03904719,103,ltr_simple,True,False,0.76651883
dvr,9745228,398,simple,True,False,0.026,78,ltr_simple,True,False,0.79692453
dvr,1257136,399,simple,True,False,0.026,27,ltr_simple,True,False,0.8442528
dvr,9642774,403,simple,True,False,0.02404719,74,ltr_simple,True,False,0.80336857
dvr,1331156,406,simple,True,False,0.021,26,ltr_simple,True,False,0.8442528
Tangled,2068098,27,simple,True,False,656.35205,1,ltr_simple,True,False,1.1472344
Tangled,1145381,36,simple,True,False,610.87933,35,ltr_simple,True,False,0.86303663
Tangled,2068104,40,simple,True,False,572.3651,2,ltr_simple,True,False,1.0657042
Tangled,2068089,52,simple,True,False,508.2448,3,ltr_simple,True,False,1.0521708
Seagate hard drive Mac,1831258,97,simple,True,True,14.03054,87,ltr_simple,True,True,0.9240858
iPhone cases,3133099,55,simple,True,False,20.775402,8,ltr_simple,True,False,0.9456562
iPhone cases,3133123,56,simple,True,False,20.771402,11,ltr_simple,True,False,0.92296064
iPhone cases,1273977,84,simple,True,False,20.7674,75,ltr_simple,True,False,0.8330656
iPhone cases,9347389,104,simple,True,False,19.140253,6,ltr_simple,True,False,0.9602823
iPhone cases,9136179,105,simple,True,False,19.140253,1,ltr_simple,True,False,1.0751868
iPhone cases,2614108,106,simple,True,False,19.137255,105,ltr_simple,True,False,0.79344285
iPhone cases,2975144,150,simple,True,False,19.129253,95,ltr_simple,True,False,0.8246173
iPhone cases,3721653,162,simple,True,False,19.129253,5,ltr_simple,True,False,0.9602823
iPhone cases,2975153,165,simple,True,False,19.129253,97,ltr_simple,True,False,0.8246173
iPhone cases,2975199,166,simple,True,False,19.129253,76,ltr_simple,True,False,0.8330656
iPhone cases,2975171,168,simple,True,False,19.129253,129,ltr_simple,True,False,0.7842403
iPhone cases,2128054,201,simple,True,False,17.749731,104,ltr_simple,True,False,0.80075675
iPhone cases,2683176,202,simple,True,False,17.74573,16,ltr_simple,True,False,0.89910454
iPhone cases,2490092,205,simple,True,False,17.74173,58,ltr_simple,True,False,0.8469151
iPhone cases,2962429,210,simple,True,False,17.73873,82,ltr_simple,True,False,0.82784384
iPhone cases,2705039,213,simple,True,False,17.73473,103,ltr_simple,True,False,0.8013199
iPhone cases,2158036,218,simple,True,False,17.73473,54,ltr_simple,True,False,0.85922885
iPhone cases,2645213,227,simple,True,False,17.73073,188,ltr_simple,True,False,0.7228852
iPhone cases,2614092,248,simple,True,False,17.73073,212,ltr_simple,True,False,0.7228852
iPhone cases,2645701,266,simple,True,False,17.73073,235,ltr_simple,True,False,0.7228852
iPhone cases,2646819,283,simple,True,False,17.73073,259,ltr_simple,True,False,0.7228852
iPhone cases,2629731,285,simple,True,False,17.73073,261,ltr_simple,True,False,0.7228852
iPhone cases,2629777,286,simple,True,False,17.73073,90,ltr_simple,True,False,0.8246173
iPhone cases,1335425,303,simple,True,False,17.73073,278,ltr_simple,True,False,0.7228852
iPhone cases,1544615,372,simple,True,False,17.73073,318,ltr_simple,True,False,0.7228852
iPhone cases,1335498,381,simple,True,False,17.73073,325,ltr_simple,True,False,0.7228852
iPhone cases,2549799,391,simple,True,False,17.73073,148,ltr_simple,True,False,0.77465534
iPhone cases,2381711,410,simple,True,False,17.73073,127,ltr_simple,True,False,0.78741467
iPhone cases,3046312,419,simple,True,False,17.73073,361,ltr_simple,True,False,0.71932864
iPhone cases,2381541,427,simple,True,False,17.73073,55,ltr_simple,True,False,0.85922885
iPhone cases,2381587,428,simple,True,False,17.73073,20,ltr_simple,True,False,0.89910454
iPhone cases,3131692,430,simple,True,False,17.73073,355,ltr_simple,True,False,0.7228852
iPhone cases,3540322,435,simple,True,False,17.094442,152,ltr_simple,True,False,0.7557279
iPhone cases,3540446,437,simple,True,False,17.094442,155,ltr_simple,True,False,0.7557279
iPhone cases,2589505,440,simple,True,False,16.647781,117,ltr_simple,True,False,0.79344285
iPhone cases,2683185,467,simple,True,False,16.53778,29,ltr_simple,True,False,0.8890604
iPhone cases,2808035,470,simple,True,False,16.526781,81,ltr_simple,True,False,0.82784384
iPhone cases,2683219,485,simple,True,False,16.522781,208,ltr_simple,True,False,0.7228852
ozzy osbourne,4790961,2,simple,True,False,1346.8517,1,ltr_simple,True,False,1.15619
ozzy osbourne,2466096,191,simple,True,False,0.018,72,ltr_simple,True,False,0.76633877
ozzy osbourne,4660726,198,simple,True,False,0.018,6,ltr_simple,True,False,1.0105665
ozzy osbourne,4542356,204,simple,True,False,0.018,9,ltr_simple,True,False,0.9647542
cordless phones,2234072,32,simple,True,False,672.7586,25,ltr_simple,True,False,0.97211593
cordless phones,2147968,265,simple,True,False,107.59655,204,ltr_simple,True,False,0.8627946
sean kingston,9469096,403,simple,True,False,0.059,6,ltr_simple,True,False,0.9559632
iPhone 4 cases,1551333,86,simple,True,False,28.475492,24,ltr_simple,True,False,0.9221503
iPhone 4 cases,1262183,168,simple,True,False,17.006168,145,ltr_simple,True,False,0.78741467
iPhone 4 cases,2961733,171,simple,True,False,17.00117,142,ltr_simple,True,False,0.79344285
iPhone 4 cases,2091741,172,simple,True,False,16.74674,140,ltr_simple,True,False,0.79344285
iPhone 4 cases,1273977,173,simple,True,False,16.728275,82,ltr_simple,True,False,0.8414646
iPhone 4 cases,2975144,174,simple,True,False,16.721434,127,ltr_simple,True,False,0.8246173
iPhone 4 cases,2975153,175,simple,True,False,16.721434,128,ltr_simple,True,False,0.8246173
iPhone 4 cases,2975199,176,simple,True,False,16.721434,83,ltr_simple,True,False,0.8414646
iPhone 4 cases,2975171,177,simple,True,False,16.721434,151,ltr_simple,True,False,0.7842403
iPhone 4 cases,1950181,178,simple,True,False,16.156174,146,ltr_simple,True,False,0.78741467
iPhone 4 cases,1776227,179,simple,True,False,16.1417,10,ltr_simple,True,False,0.96965265
iPhone 4 cases,2672113,182,simple,True,False,16.134174,179,ltr_simple,True,False,0.74937564
iPhone 4 cases,2533201,184,simple,True,False,16.132174,109,ltr_simple,True,False,0.82784384
iPhone 4 cases,2533052,189,simple,True,False,16.130175,152,ltr_simple,True,False,0.783351
iPhone 4 cases,2642128,192,simple,True,False,16.130175,150,ltr_simple,True,False,0.7842403
iPhone 4 cases,3046533,208,simple,True,False,16.130175,104,ltr_simple,True,False,0.8348655
iPhone 4 cases,3133099,223,simple,True,False,15.997876,19,ltr_simple,True,False,0.9456562
iPhone 4 cases,3133123,224,simple,True,False,15.991876,9,ltr_simple,True,False,0.98650014
iPhone 4 cases,1990451,246,simple,True,False,15.94356,18,ltr_simple,True,False,0.9456562
iPhone 4 cases,2683176,251,simple,True,False,15.344027,31,ltr_simple,True,False,0.9076515
iPhone 4 cases,2266061,252,simple,True,False,15.342126,217,ltr_simple,True,False,0.71045595
iPhone 4 cases,2614108,253,simple,True,False,15.335126,92,ltr_simple,True,False,0.8348655
iPhone 4 cases,2549799,265,simple,True,False,15.320026,181,ltr_simple,True,False,0.74937564
iPhone 4 cases,2644948,273,simple,True,False,15.316027,230,ltr_simple,True,False,0.69833213
iPhone 4 cases,2629731,320,simple,True,False,15.316027,296,ltr_simple,True,False,0.69833213
iPhone 4 cases,2629886,321,simple,True,False,15.316027,297,ltr_simple,True,False,0.69833213
iPhone 4 cases,2629777,322,simple,True,False,15.316027,119,ltr_simple,True,False,0.8246173
iPhone 4 cases,2871476,343,simple,True,False,15.316027,97,ltr_simple,True,False,0.8348655
iPhone 4 cases,1049078,381,simple,True,False,15.297753,1,ltr_simple,True,False,1.1314594
iPhone 4 cases,1950233,390,simple,True,False,15.294652,147,ltr_simple,True,False,0.78741467
iPhone 4 cases,2962429,395,simple,True,False,15.291678,112,ltr_simple,True,False,0.82784384
iPhone 4 cases,2684218,396,simple,True,False,15.287679,249,ltr_simple,True,False,0.69833213
iPhone 4 cases,2532266,436,simple,True,False,14.66859,42,ltr_simple,True,False,0.88907236
iPhone 4 cases,2381587,437,simple,True,False,14.6673355,36,ltr_simple,True,False,0.9076515
iPhone 4 cases,2683185,438,simple,True,False,14.665864,47,ltr_simple,True,False,0.8890604
iPhone 4 cases,2381711,439,simple,True,False,14.664335,149,ltr_simple,True,False,0.78741467
iPhone 4 cases,2381541,440,simple,True,False,14.662335,84,ltr_simple,True,False,0.8414646
iPhone 4 cases,2023518,495,simple,True,False,14.653928,6,ltr_simple,True,False,1.0130725
iPhone 4 cases,2023069,496,simple,True,False,14.649928,5,ltr_simple,True,False,1.0130725
iPhone 4 cases,1401749,499,simple,True,False,14.627733,113,ltr_simple,True,False,0.82784384
play station,14702217,7,simple,True,False,789.94196,6,ltr_simple,True,False,0.88742304
play station,1229028,92,simple,True,False,775.0056,72,ltr_simple,True,False,0.76633877
play station,3061366,139,simple,True,False,746.95544,23,ltr_simple,True,False,0.8099264
play station,2758067,203,simple,True,False,718.9386,11,ltr_simple,True,False,0.8099264
play station,3061302,494,simple,True,False,670.5746,3,ltr_simple,True,False,1.0300717
play station,2375201,495,simple,True,False,670.47363,462,ltr_simple,True,False,0.73490095
led zeppelin,5434452,3,simple,True,False,1117.0114,1,ltr_simple,True,False,1.15619
led zeppelin,413270,12,simple,True,False,1036.2352,3,ltr_simple,True,False,1.15619
led zeppelin,413252,15,simple,True,False,1036.1462,4,ltr_simple,True,False,1.0662546
led zeppelin,8581171,137,simple,True,False,0.109,5,ltr_simple,True,False,1.0105665
Sony braviaa,9770715,81,simple,True,True,0.08962621,42,ltr_simple,True,True,0.8320112
cd changer,4521636,29,simple,True,False,490.79236,2,ltr_simple,True,False,0.97465986
cd changer,7859515,45,simple,True,False,447.16357,3,ltr_simple,True,False,0.96941036
hd-dvd,8696191,119,simple,True,False,978.036,27,ltr_simple,True,False,0.8811253
hd-dvd,8698484,120,simple,True,False,978.036,99,ltr_simple,True,False,0.84224623
hd-dvd,8333136,139,simple,True,False,916.30194,52,ltr_simple,True,False,0.8785404
james bond,9061702,90,simple,True,False,721.8277,59,ltr_simple,True,False,0.88742304
james bond,8021133,95,simple,True,False,718.25507,82,ltr_simple,True,False,0.8843493
james bond,9058244,105,simple,True,False,623.83984,3,ltr_simple,True,False,1.0206546
james bond,9058057,108,simple,True,False,597.6676,91,ltr_simple,True,False,0.84224623
Docking stations,9728489,400,simple,True,False,0.08263533,371,ltr_simple,True,False,0.71666735
vcr,1539787,146,simple,True,False,395.2579,136,ltr_simple,True,False,0.76532114
vcr,8696299,174,simple,True,False,376.294,16,ltr_simple,True,False,0.83615243
vcr,9642774,190,simple,True,False,359.11572,12,ltr_simple,True,False,0.8670178
bluetooth headsets,1902051,18,simple,True,False,164.18927,7,ltr_simple,True,False,1.1624837
bluetooth headsets,2336042,68,simple,True,False,150.92635,9,ltr_simple,True,False,1.1199878
bluetooth headsets,1790038,100,simple,True,False,150.92635,60,ltr_simple,True,False,0.96049935
bluetooth headsets,3062286,129,simple,True,False,139.67784,14,ltr_simple,True,False,1.0712168
bluetooth headsets,2085055,148,simple,True,False,129.98972,28,ltr_simple,True,False,1.0258358
bluetooth headsets,9372332,176,simple,True,False,93.81035,5,ltr_simple,True,False,1.1836969
bluetooth headsets,9735116,179,simple,True,False,81.088326,1,ltr_simple,True,False,1.33057
bluetooth headsets,1326039,426,simple,True,False,11.918277,169,ltr_simple,True,False,0.8992324
bluetooth headsets,8781348,456,simple,True,False,3.4912462,175,ltr_simple,True,False,0.8956887
bluetooth headsets,9101143,468,simple,True,False,0.1717152,30,ltr_simple,True,False,1.0153399
bluetooth headsets,9246862,469,simple,True,False,0.16227727,187,ltr_simple,True,False,0.8771709
samsung 21.5,2363503,7,simple,True,True,121.93623,4,ltr_simple,True,True,1.0452055
satelite radio,1166993,16,simple,True,False,0.12786055,9,ltr_simple,True,False,0.87382823
Photo frame,9555698,6,simple,True,False,892.60974,1,ltr_simple,True,False,1.1325622
Photo frame,1635186,128,simple,True,False,742.47894,42,ltr_simple,True,False,0.9293684
Photo frame,9823687,142,simple,True,False,742.3189,8,ltr_simple,True,False,1.0240561
Photo frame,2863614,197,simple,True,False,639.7346,183,ltr_simple,True,False,0.83995354
sony camera,8603111,129,simple,True,False,40.2365,53,ltr_simple,True,False,0.9333189
sony camera,8695263,346,simple,True,False,30.860052,159,ltr_simple,True,False,0.76633877
sony camera,2255047,375,simple,True,False,29.048035,69,ltr_simple,True,False,0.9165799
sony camera,2061095,376,simple,True,False,29.026035,112,ltr_simple,True,False,0.8469151
sony camera,2061059,377,simple,True,False,29.026035,29,ltr_simple,True,False,0.98161435
sony camera,2061068,378,simple,True,False,29.026035,49,ltr_simple,True,False,0.9602823
sony camera,2061086,379,simple,True,False,29.005035,72,ltr_simple,True,False,0.9165799
sony camera,2507515,385,simple,True,False,28.990036,109,ltr_simple,True,False,0.8469151
sony camera,2553073,388,simple,True,False,28.990036,119,ltr_simple,True,False,0.8469151
sony camera,9796937,391,simple,True,False,28.983036,320,ltr_simple,True,False,0.71045595
sony camera,1229874,479,simple,True,False,28.430851,332,ltr_simple,True,False,0.7024735
laptop bag,7689281,119,simple,True,False,55.450954,2,ltr_simple,True,False,1.0161656
laptop bag,9538814,151,simple,True,False,12.621688,99,ltr_simple,True,False,0.7889732
laptop bag,9926189,183,simple,True,False,0.14022146,97,ltr_simple,True,False,0.79692453
laptop bag,2808441,186,simple,True,False,0.098221466,98,ltr_simple,True,False,0.79692453
laptop bag,7847574,193,simple,True,False,0.084815405,61,ltr_simple,True,False,0.81685454
laptop bag,1166793,210,simple,True,False,0.076815404,202,ltr_simple,True,False,0.7481067
laptop bag,9899554,211,simple,True,False,0.076815404,204,ltr_simple,True,False,0.7481067
laptop bag,8219304,214,simple,True,False,0.0729882,59,ltr_simple,True,False,0.8216627
laptop bag,1784104,309,simple,True,False,0.06881541,105,ltr_simple,True,False,0.76633877
Captain America,2809431,10,simple,True,False,850.2742,4,ltr_simple,True,False,0.9723748
Captain America,3548715,16,simple,True,False,749.3767,1,ltr_simple,True,False,1.1353848
Captain America,3548724,18,simple,True,False,711.2431,3,ltr_simple,True,False,0.9979422
Captain America,3548706,19,simple,True,False,707.15814,2,ltr_simple,True,False,0.9979422
Captain America,2921954,20,simple,True,False,669.67914,18,ltr_simple,True,False,0.82667446
sony headphones,2968035,12,simple,True,False,100.23893,5,ltr_simple,True,False,1.1586528
sony headphones,2197043,13,simple,True,False,100.21893,2,ltr_simple,True,False,1.2872325
sony headphones,2197089,18,simple,True,False,100.20293,1,ltr_simple,True,False,1.3068373
sony headphones,2204105,22,simple,True,False,100.19793,7,ltr_simple,True,False,1.1418456
sony headphones,2197061,37,simple,True,False,90.16743,11,ltr_simple,True,False,1.0507733
sony headphones,9495263,53,simple,True,False,70.09215,31,ltr_simple,True,False,0.9705299
sony headphones,3316133,72,simple,True,False,64.66128,17,ltr_simple,True,False,1.013475
sony headphones,2204211,90,simple,True,False,57.700226,30,ltr_simple,True,False,0.9792776
sony headphones,2204196,91,simple,True,False,57.535225,29,ltr_simple,True,False,0.9792776
sony headphones,2568885,97,simple,True,False,55.167183,16,ltr_simple,True,False,1.016568
sony headphones,3648068,107,simple,True,False,49.661354,76,ltr_simple,True,False,0.88907236
sony headphones,8241422,135,simple,True,False,40.597496,23,ltr_simple,True,False,0.9952769
sony headphones,9236258,141,simple,True,False,39.690212,111,ltr_simple,True,False,0.86930424
sony headphones,5335657,143,simple,True,False,39.04326,33,ltr_simple,True,False,0.96696174
